a	b	c	d		e	f	g
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Toygarlı	102271	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Turunçlu	102272	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Antakya	9907	Yeşilpınar	102273	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Aksu	102274	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Bademağacı	102275	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Çalkaya	102276	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Çığlık	102277	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Dağbeli	102278	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Doyran	102279	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Döşemealtı	102280	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Düzlerçamı	102281	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Ekşili	102282	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Karaöz	102283	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Karaveliler	102284	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Kepez	102285	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Pınarlı	102286	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Varsak	102287	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Yeşilbayır	102288	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Yurtpınar	102289	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Antalya	9908	Antalya Büyükşehir	102290	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Ardahan_Province	Ardahan	9909	Ardahan	102291	/wiki/Ardahan_Province	Ardahan Province	TRA24
/wiki/List_of_municipalities_in_Artvin_Province	Artvin	9910	Artvin	102292	/wiki/Artvin_Province	Artvin Province	TR905
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Balıkesir	9911	Balıkesir	102293	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Balıkesir	9911	Kocaavşar	102294	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Balıkesir	9911	Pamukçu	102295	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Balıkesir	9911	Şamlı	102296	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Bartın	9912	Arıt	102297	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Bartın	9912	Bartın	102298	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Bartın	9912	Hasankadı	102299	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Bartın	9912	Kozcağız	102300	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_Batman_Province	Batman	9913	Balpınar	102301	/wiki/Batman_Province	Batman Province	TRC32
/wiki/List_of_municipalities_in_Batman_Province	Batman	9913	Batman	102302	/wiki/Batman_Province	Batman Province	TRC32
/wiki/List_of_municipalities_in_Bayburt_Province	Bayburt	9914	Akşar	102303	/wiki/Bayburt_Province	Bayburt Province	TRA13
/wiki/List_of_municipalities_in_Bayburt_Province	Bayburt	9914	Arpalı	102304	/wiki/Bayburt_Province	Bayburt Province	TRA13
/wiki/List_of_municipalities_in_Bayburt_Province	Bayburt	9914	Bayburt	102305	/wiki/Bayburt_Province	Bayburt Province	TRA13
/wiki/List_of_municipalities_in_Bayburt_Province	Bayburt	9914	Çayıryolu	102306	/wiki/Bayburt_Province	Bayburt Province	TRA13
/wiki/List_of_municipalities_in_Bayburt_Province	Bayburt	9914	Konursu	102307	/wiki/Bayburt_Province	Bayburt Province	TRA13
/wiki/List_of_municipalities_in_Kocaeli_Province	Bekirpaşa	9915	Bekirpaşa	102308	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Sakarya_Province	Bekirpaşa	9915	Bekirpaşa	102309	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Bilecik_Province	Bilecik	9916	Bayırköy	102310	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Bilecik_Province	Bilecik	9916	Bilecik	102311	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Bilecik_Province	Bilecik	9916	Vezirhan	102312	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Bingöl	9917	Bingöl	102313	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Bingöl	9917	Ilıcalar	102314	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Bingöl	9917	Sancak	102315	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_Bitlis_Province	Bitlis	9918	Bitlis	102316	/wiki/Bitlis_Province	Bitlis Province	TRB23
/wiki/List_of_municipalities_in_Bitlis_Province	Bitlis	9918	Yolalan	102317	/wiki/Bitlis_Province	Bitlis Province	TRB23
/wiki/List_of_municipalities_in_Bolu_Province	Bolu	9919	Bolu	102318	/wiki/Bolu_Province	Bolu Province	TR424
/wiki/List_of_municipalities_in_Bolu_Province	Bolu	9919	Karacasu	102319	/wiki/Bolu_Province	Bolu Province	TR424
/wiki/List_of_municipalities_in_Burdur_Province	Burdur	9920	Burdur	102320	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Burdur	9920	Büğdüz	102321	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Burdur	9920	Kozluca	102322	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Burhaniye	9921	Burhaniye	102323	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Burhaniye	9921	Pelitköy	102324	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bursa_Province	Bursa	9922	Bursa Büyükşehir	102325	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Çanakkale	9923	Çanakkale	102326	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Çanakkale	9923	İntepe	102327	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Çanakkale	9923	Kepez	102328	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Çanakkale	9923	Kumkale	102329	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_Tekirda%C4%9F_Province	Çerkezmüsellim	9924	Çerkezmüsellim	102330	/wiki/Tekirda%C4%9F_Province	Tekirdağ Province	TR211
/wiki/List_of_municipalities_in_%C3%87orum_Province	Çorum	9925	Çorum	102331	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Çorum	9925	Düvenci	102332	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Çorum	9925	Konaklı	102333	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Çorum	9925	Seydim	102334	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_Erzurum_Province	Dadaşkent	9926	Dadaşkent	102335	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_A%C4%9Fr%C4%B1_Province	Dedeli	9927	Dedeli	102336	/wiki/A%C4%9Fr%C4%B1_Province	Ağrı Province	TRA21
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Akkale	102337	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Aşağışamlı	102338	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Bağbaşı	102339	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Başkarcı	102340	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Bereketli	102341	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Cankurtaran	102342	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Denizli	102343	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Gökpınar	102344	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Göveçlik	102345	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Gözler	102346	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Gümüşler	102347	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Hallaçlar	102348	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Irlıganlı	102349	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Karahayıt	102350	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Kayhan	102351	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Kınıklı	102352	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Korucuk	102353	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Pamukkale	102354	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Pınarkent	102355	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Servergazi	102356	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Uzunpınar	102357	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Denizli	9928	Üçler	102358	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Diyarbakır	9929	Bağıvar	102359	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Diyarbakır	9929	Çarıklı	102360	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Diyarbakır	9929	Diyarbakır Büyükşehir	102361	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Diyarbakır	9929	Kayapınar	102362	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_D%C3%BCzce_Province	Düzce	9930	Beyköy	102363	/wiki/D%C3%BCzce_Province	Düzce Province	TR423
/wiki/List_of_municipalities_in_D%C3%BCzce_Province	Düzce	9930	Boğaziçi	102364	/wiki/D%C3%BCzce_Province	Düzce Province	TR423
/wiki/List_of_municipalities_in_D%C3%BCzce_Province	Düzce	9930	Düzce	102365	/wiki/D%C3%BCzce_Province	Düzce Province	TR423
/wiki/List_of_municipalities_in_D%C3%BCzce_Province	Düzce	9930	Konuralp	102366	/wiki/D%C3%BCzce_Province	Düzce Province	TR423
/wiki/List_of_municipalities_in_Van_Province	Edremit	9931	Çiçekli	102367	/wiki/Van_Province	Van Province	TRB21
/wiki/List_of_municipalities_in_Van_Province	Edremit	9931	Edremit	102368	/wiki/Van_Province	Van Province	TRB21
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Edremit	9931	Akçay	102369	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Edremit	9931	Altınoluk	102370	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Edremit	9931	Edremit	102371	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Edremit	9931	Güre	102372	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Edremit	9931	Kadıköy	102373	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Edremit	9931	Zeytinli	102374	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Elazığ	9932	Akçakiraz	102375	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Elazığ	9932	Elazığ	102376	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Elazığ	9932	Hankendi	102377	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Elazığ	9932	İçme	102378	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Elazığ	9932	Mollakendi	102379	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Elazığ	9932	Yazıkonak	102380	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Elazığ	9932	Yurtbaşı	102381	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Konya_Province	Ereğli	9933	Aziziye	102382	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Ereğli	9933	Belkaya	102383	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Ereğli	9933	Çayhan	102384	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Ereğli	9933	Kutören	102385	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Ereğli	9933	Sazgeçit	102386	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Ereğli	9933	Zengen	102387	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Hatay_Province	Erzin	9934	Erzin	102388	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Akyazı	102389	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Bahçeliköy	102390	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Çağlayan	102391	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Çukurkuyu	102392	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Demirkent	102393	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Dörtler	102394	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Erzincan	102395	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Geçit	102396	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Kavakyolu	102397	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Mollaköy	102398	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Ulalar	102399	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Uluköy	102400	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Yalnızbağ	102401	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Yaylabaşı	102402	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Erzincan	9935	Yoğurtlu	102403	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzurum_Province	Erzurum	9936	Dadaşköy	102404	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	Erzurum	9936	Dumlu	102405	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	Erzurum	9936	Erzurum Büyükşehir	102406	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Eski%C5%9Fehir_Province	Eskişehir	9937	Eskişehir Büyükşehir	102407	/wiki/Eski%C5%9Fehir_Province	Eskişehir Province	TR412
/wiki/List_of_municipalities_in_Eski%C5%9Fehir_Province	Eskişehir	9937	Gündüzler	102408	/wiki/Eski%C5%9Fehir_Province	Eskişehir Province	TR412
/wiki/List_of_municipalities_in_Eski%C5%9Fehir_Province	Eskişehir	9937	Muttalip	102409	/wiki/Eski%C5%9Fehir_Province	Eskişehir Province	TR412
/wiki/List_of_municipalities_in_Samsun_Province	Gazi	9938	Gazi	102410	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Giresun_Province	Giresun	9939	Çaldağ	102411	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Giresun_Province	Giresun	9939	Duroğlu	102412	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Giresun_Province	Giresun	9939	Giresun	102413	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Giresun_Province	Giresun	9939	İnişdibi	102414	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane	9940	Arzular	102415	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane	9940	Gümüşhane	102416	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane	9940	Tekke	102417	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_Sakarya_Province	Güneşler	9941	Güneşler	102418	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Hakkari_Province	Hakkari	9942	Durankaya	102419	/wiki/Hakkari_Province	Hakkari Province	TRB24
/wiki/List_of_municipalities_in_Hakkari_Province	Hakkari	9942	Hakkari	102420	/wiki/Hakkari_Province	Hakkari Province	TRB24
/wiki/List_of_municipalities_in_Sakarya_Province	Hanlı	9943	Hanlı	102421	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_I%C4%9Fd%C4%B1r_Province	Iğdır	9944	Halfeli	102422	/wiki/I%C4%9Fd%C4%B1r_Province	Iğdır Province	TRA23
/wiki/List_of_municipalities_in_I%C4%9Fd%C4%B1r_Province	Iğdır	9944	Hoşhaber	102423	/wiki/I%C4%9Fd%C4%B1r_Province	Iğdır Province	TRA23
/wiki/List_of_municipalities_in_I%C4%9Fd%C4%B1r_Province	Iğdır	9944	Iğdır	102424	/wiki/I%C4%9Fd%C4%B1r_Province	Iğdır Province	TRA23
/wiki/List_of_municipalities_in_I%C4%9Fd%C4%B1r_Province	Iğdır	9944	Melekli	102425	/wiki/I%C4%9Fd%C4%B1r_Province	Iğdır Province	TRA23
/wiki/List_of_municipalities_in_Erzurum_Province	Ilıca	9945	Ilıca	102426	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Isparta_Province	Isparta	9946	Büyükgökçeli	102427	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Isparta	9946	Isparta	102428	/wiki/Isparta_Province	Isparta Province	TR612
